aligned_accuracy,bias_conflict_accuracy,budget_N,counterfactual_consistency,device,digit_hue_accuracy,evaluation_seconds,method,model,n80_pass,pairwise_flip_rate,rho,seed,status,train_seconds,worst_group_accuracy,run_dir
0.9861999750137329,0.8241555690765381,100,0.565500020980835,cuda,"[[0.7612245082855225, 0.7918367385864258, 0.9163265228271484, 0.9775510430335999, 0.9928571581840515, 0.9938775300979614, 0.9448979496955872, 0.8785714507102966, 0.940816342830658, 0.8877550959587097], [0.9859030842781067, 0.9973568320274353, 0.9911894202232361, 0.9427312612533569, 0.9101321697235107, 0.9400880932807922, 0.8378854393959045, 0.7215859293937683, 0.783259928226471, 0.9277533292770386], [0.836240291595459, 0.626937985420227, 0.6385658979415894, 0.7015503644943237, 0.8168604373931885, 0.913759708404541, 0.9709302186965942, 0.9990310072898865, 0.9854651093482971, 0.940891444683075], [0.6554455161094666, 0.5643564462661743, 0.5405940413475037, 0.7237623929977417, 0.9178217649459839, 0.9683168530464172, 0.8831683397293091, 0.7960395812988281, 0.8366336822509766, 0.7821782231330872], [0.9643584489822388, 0.9643584489822388, 0.9908350110054016, 0.9989816546440125, 0.9887983798980713, 0.8951120376586914, 0.6028513312339783, 0.6822810769081116, 0.8788187503814697, 0.9185336232185364], [0.9663677215576172, 0.8441703915596008, 0.7825112342834473, 0.8217488527297974, 0.8508968353271484, 0.8632286787033081, 0.8665919303894043, 0.9405829310417175, 0.9831838607788086, 0.9943946003913879], [0.9874739050865173, 0.9613778591156006, 0.887265145778656, 0.9112734794616699, 0.9498956203460693, 0.9384133815765381, 0.8914405107498169, 0.9352818131446838, 0.942588746547699, 0.9780793190002441], [0.6546692848205566, 0.31128403544425964, 0.14785991609096527, 0.2850194573402405, 0.5116731524467468, 0.7178988456726074, 0.8482490181922913, 0.9095330834388733, 0.9678988456726074, 0.8900778293609619], [0.8234086036682129, 0.8377823233604431, 0.7012320160865784, 0.5728952884674072, 0.6919918060302734, 0.9158110618591309, 0.9907597303390503, 0.7987679839134216, 0.7145790457725525, 0.7412731051445007], [0.9068384766578674, 0.9603567719459534, 0.9653121829032898, 0.9177403450012207, 0.9494549036026001, 0.9603567719459534, 0.8771060705184937, 0.6273537874221802, 0.6927651166915894, 0.8235877156257629]]",5.7350975424051285,dfr,lenet,False,0.16979999840259552,0.998,0,completed,0.10571271181106567,0.14785991609096527,outputs_final/lenet/dfr/N100/seed0
0.9839000105857849,0.8488222360610962,100,0.6353999972343445,cuda,"[[0.9959183931350708, 0.9857142567634583, 0.9377551078796387, 0.954081654548645, 0.981632649898529, 0.9938775300979614, 0.9826530814170837, 0.8489795923233032, 0.9469387531280518, 0.9846938848495483], [0.9859030842781067, 0.9867841601371765, 0.9744493365287781, 0.9788545966148376, 0.9823788404464722, 0.9947136640548706, 1.0, 0.9850220084190369, 0.9682819247245789, 0.966519832611084], [0.9437984228134155, 0.9893410801887512, 0.9602712988853455, 0.856589138507843, 0.8246123790740967, 0.8488371968269348, 0.8604651093482971, 0.7034883499145508, 0.6385658979415894, 0.807170569896698], [0.8900989890098572, 0.9504950642585754, 0.9950494766235352, 0.9811881184577942, 0.9168316721916199, 0.8415841460227966, 0.8405940532684326, 0.7871286869049072, 0.7653465270996094, 0.8108910918235779], [0.9908350110054016, 0.951120138168335, 0.7820773720741272, 0.6955193281173706, 0.7087576389312744, 0.8665987849235535, 0.9531568288803101, 0.9592667818069458, 0.9613034725189209, 0.9786150455474854], [0.7825112342834473, 0.7073991298675537, 0.6603139042854309, 0.8116592168807983, 0.9069506525993347, 0.8755605220794678, 0.7623318433761597, 0.7488788962364197, 0.9372197389602661, 0.8643497824668884], [0.8194154500961304, 0.6524008512496948, 0.6586638689041138, 0.7004175186157227, 0.6951983571052551, 0.7797494530677795, 0.8329854011535645, 0.8371607661247253, 0.9697285890579224, 0.9645093679428101], [0.8570038676261902, 0.8511673212051392, 0.9338521361351013, 0.9912451505661011, 0.9542801380157471, 0.8764591217041016, 0.7772373557090759, 0.7791828513145447, 0.8472762703895569, 0.8531128168106079], [0.9158110618591309, 0.8603696227073669, 0.7731006145477295, 0.7412731051445007, 0.592402458190918, 0.6560574769973755, 0.8973305821418762, 0.9856262803077698, 0.9743326306343079, 0.9240246415138245], [0.5153617262840271, 0.6937562227249146, 0.7433102130889893, 0.9038652181625366, 0.9831516146659851, 0.9712586998939514, 0.7333993911743164, 0.6362735629081726, 0.7641229033470154, 0.5599603652954102]]",7.127262428402901,dfr,lenet,False,0.14203333854675293,0.998,1,completed,0.16357943415641785,0.5153617262840271,outputs_final/lenet/dfr/N100/seed1
0.9878000020980835,0.8634222149848938,100,0.6348999738693237,cuda,"[[0.8224489688873291, 0.9387755393981934, 0.9397959113121033, 0.9571428298950195, 0.8979591727256775, 0.7520408034324646, 0.8387755155563354, 0.9755101799964905, 0.9908163547515869, 0.9642857313156128], [0.9638766646385193, 0.9638766646385193, 0.9480175971984863, 0.9453744292259216, 0.933920681476593, 0.9039647579193115, 0.9867841601371765, 0.992951512336731, 0.992951512336731, 0.976211428642273], [0.9399224519729614, 0.9806201457977295, 0.940891444683075, 0.8498061895370483, 0.768410861492157, 0.7286821603775024, 0.9244186282157898, 0.9437984228134155, 0.9195736646652222, 0.8905038833618164], [0.8782178163528442, 0.7584158182144165, 0.805940568447113, 0.8089109063148499, 0.9702970385551453, 0.996039628982544, 0.9495049715042114, 0.8831683397293091, 0.9356435537338257, 0.9207921028137207], [0.8971486687660217, 0.9052953124046326, 0.8177189230918884, 0.8075356483459473, 0.951120138168335, 0.9979633688926697, 1.0, 0.9806517362594604, 0.9164969325065613, 0.8818737268447876], [0.9372197389602661, 0.7892376780509949, 0.597533643245697, 0.689461886882782, 0.8363228440284729, 0.8307175040245056, 0.7612107396125793, 0.7701793909072876, 0.9002242088317871, 0.9674887657165527], [0.9916492700576782, 0.9634655714035034, 0.7025052309036255, 0.7296450734138489, 0.8632568120956421, 0.8507307171821594, 0.7661795616149902, 0.8444676399230957, 0.9060542583465576, 0.9770354628562927], [0.9717898964881897, 0.9173151850700378, 0.9046692848205566, 0.9727626442909241, 0.9873540997505188, 0.9017509818077087, 0.7821011543273926, 0.8132295608520508, 0.8920233249664307, 0.9678988456726074], [0.8429158329963684, 0.9517453908920288, 0.9794661402702332, 0.8880903720855713, 0.8295688033103943, 0.6570841670036316, 0.7967146039009094, 0.8305954933166504, 0.8429158329963684, 0.7084189057350159], [0.7670961618423462, 0.928642213344574, 0.9722497463226318, 0.9890981316566467, 0.7700693607330322, 0.5034687519073486, 0.3201189339160919, 0.773042619228363, 0.901883065700531, 0.7145688533782959]]",6.081158101558685,dfr,lenet,False,0.12833333015441895,0.998,2,completed,0.2191379815340042,0.3201189339160919,outputs_final/lenet/dfr/N100/seed2
0.957099974155426,0.8506666421890259,100,0.6439999938011169,cuda,"[[0.9959183931350708, 0.9948979616165161, 0.9622448682785034, 0.9061224460601807, 0.922448992729187, 0.9663265347480774, 0.9663265347480774, 0.8102040886878967, 0.9520407915115356, 0.9918367266654968], [0.9982379078865051, 0.9938325881958008, 0.9788545966148376, 0.9488986730575562, 0.9022026658058167, 0.8625550866127014, 0.8687224388122559, 0.907489001750946, 0.9859030842781067, 0.9973568320274353], [0.5939922332763672, 0.7955426573753357, 0.9031007885932922, 0.9234496355056763, 0.876937985420227, 0.7858527302742004, 0.8275193572044373, 0.7751938104629517, 0.7567829489707947, 0.6143410801887512], [0.6425742506980896, 0.7544554471969604, 0.9128713011741638, 0.9603960514068604, 0.9782178401947021, 0.9732673168182373, 0.987128734588623, 0.9841583967208862, 0.9277227520942688, 0.7405940890312195], [0.7606924772262573, 0.7566191554069519, 0.7688391208648682, 0.7413442134857178, 0.7576375007629395, 0.8167006373405457, 0.8319755792617798, 0.9022403359413147, 0.9409368634223938, 0.842158854007721], [0.9596412777900696, 0.9484304785728455, 0.9147982001304626, 0.7690582871437073, 0.8329596519470215, 0.9293721914291382, 0.8352017998695374, 0.6278026700019836, 0.8206278085708618, 0.945067286491394], [0.9488517642021179, 0.9791231751441956, 0.9707724452018738, 0.9592902064323425, 0.9728600978851318, 0.9895615577697754, 0.9958246350288391, 0.9791231751441956, 0.9707724452018738, 0.9352818131446838], [0.929961085319519, 0.8725680708885193, 0.8647859692573547, 0.8356031179428101, 0.7791828513145447, 0.7519454956054688, 0.7178988456726074, 0.7266536951065063, 0.8715953230857849, 0.9377431869506836], [0.37166324257850647, 0.7453798651695251, 0.9558521509170532, 0.8942505121231079, 0.6591376066207886, 0.4897330701351166, 0.8316221833229065, 0.9240246415138245, 0.8655030727386475, 0.5441478490829468], [0.8364717364311218, 0.72844398021698, 0.7413280606269836, 0.908820629119873, 0.9494549036026001, 0.8939543962478638, 0.8166501522064209, 0.8295341730117798, 0.8582755327224731, 0.904856264591217]]",5.722830086946487,dfr,lenet,False,0.12987777590751648,0.998,3,completed,0.1444699466228485,0.37166324257850647,outputs_final/lenet/dfr/N100/seed3
0.9846000075340271,0.8298110961914062,100,0.5889000296592712,cuda,"[[0.9979591965675354, 0.9928571581840515, 0.9591836929321289, 0.9153061509132385, 0.9571428298950195, 0.9469387531280518, 0.8979591727256775, 0.9040816426277161, 0.9795918464660645, 0.9969387650489807], [0.9629955887794495, 0.9814978241920471, 0.992951512336731, 0.9982379078865051, 1.0, 0.9973568320274353, 0.9955947399139404, 0.9814978241920471, 0.9594713449478149, 0.9453744292259216], [0.9670542478561401, 0.9186046719551086, 0.8459302186965942, 0.731589138507843, 0.5823643207550049, 0.5348837375640869, 0.5164728760719299, 0.7325581312179565, 0.9253876209259033, 0.9757751822471619], [0.29108911752700806, 0.3148514926433563, 0.5524752736091614, 0.7475247383117676, 0.8980197906494141, 0.9663366079330444, 0.9811881184577942, 0.9475247263908386, 0.8257426023483276, 0.5079208016395569], [0.6486761569976807, 0.8024439811706543, 0.8228105902671814, 0.7270875573158264, 0.7169042825698853, 0.8075356483459473, 0.976578414440155, 0.9928717017173767, 0.9490835070610046, 0.7382891774177551], [0.7208520174026489, 0.8318385481834412, 0.9551569223403931, 0.9798206090927124, 0.9428251385688782, 0.7780268788337708, 0.7253363132476807, 0.8195067048072815, 0.8464125394821167, 0.7903587222099304], [0.7901878952980042, 0.9498956203460693, 0.9739039540290833, 0.8924843668937683, 0.7588726282119751, 0.7275574207305908, 0.8267223238945007, 0.867432177066803, 0.8549060821533203, 0.756784975528717], [0.9017509818077087, 0.9095330834388733, 0.924124538898468, 0.8968871831893921, 0.8171206116676331, 0.6848248839378357, 0.7772373557090759, 0.9610894918441772, 0.9922178983688354, 0.9640077948570251], [0.9178645014762878, 0.9722792506217957, 0.9117043018341064, 0.6365503072738647, 0.5503079891204834, 0.6344969272613525, 0.8470225930213928, 0.9055441617965698, 0.9055441617965698, 0.8583162426948547], [0.9207136034965515, 0.8146679997444153, 0.6967294216156006, 0.7631317973136902, 0.9217046499252319, 0.9772051572799683, 0.8929633498191833, 0.6362735629081726, 0.7869177460670471, 0.8969276547431946]]",5.869031190872192,dfr,lenet,False,0.1612444370985031,0.998,4,completed,0.13654696941375732,0.29108911752700806,outputs_final/lenet/dfr/N100/seed4
0.9930999875068665,0.9492999911308289,1000,0.8741000294685364,cuda,"[[0.9755101799964905, 0.9734693765640259, 0.9744898080825806, 0.9897959232330322, 0.9928571581840515, 0.9938775300979614, 0.981632649898529, 0.9714285731315613, 0.9734693765640259, 0.9744898080825806], [0.9920704960823059, 0.992951512336731, 0.9955947399139404, 0.9911894202232361, 0.9823788404464722, 0.9841409921646118, 0.9488986730575562, 0.9612334966659546, 0.9814978241920471, 0.9876651763916016], [0.9525193572044373, 0.9457364082336426, 0.9215116500854492, 0.9108527302742004, 0.9108527302742004, 0.944767415523529, 0.9767441749572754, 0.998062014579773, 0.9932170510292053, 0.9680232405662537], [0.9306930899620056, 0.9297029972076416, 0.9237623810768127, 0.9762375950813293, 0.9940593838691711, 0.997029721736908, 0.9712871313095093, 0.9584158658981323, 0.9346534609794617, 0.9148514866828918], [0.9602851271629333, 0.9592667818069458, 0.9633401036262512, 0.994908332824707, 0.9959266781806946, 0.9847250580787659, 0.8900203704833984, 0.885947048664093, 0.9480651617050171, 0.9602851271629333], [0.9865471124649048, 0.9652466177940369, 0.926008939743042, 0.9540358781814575, 0.9517937302589417, 0.9439461827278137, 0.9147982001304626, 0.9820627570152283, 0.9943946003913879, 0.9932735562324524], [0.9906054139137268, 0.9916492700576782, 0.9853861927986145, 0.9759916663169861, 0.9665970802307129, 0.9613778591156006, 0.942588746547699, 0.9561586380004883, 0.9551148414611816, 0.9728600978851318], [0.9562256932258606, 0.8735408782958984, 0.798638105392456, 0.881322979927063, 0.9406614899635315, 0.9464980363845825, 0.9445525407791138, 0.9717898964881897, 0.9902724027633667, 0.9844357967376709], [0.8973305821418762, 0.9240246415138245, 0.9045174717903137, 0.8480492830276489, 0.849075973033905, 0.9435318112373352, 0.9917864203453064, 0.9455851912498474, 0.872689962387085, 0.8634496927261353], [0.973240852355957, 0.9851337671279907, 0.9890981316566467, 0.9791873097419739, 0.9514370560646057, 0.9464816451072693, 0.9197224974632263, 0.9058473706245422, 0.9008919596672058, 0.9415262341499329]]",5.757534131407738,dfr,lenet,True,0.04582222178578377,0.98,0,completed,1.0075740963220596,0.798638105392456,outputs_final/lenet/dfr/N1000/seed0
0.9927999973297119,0.9580110907554626,1000,0.9039999842643738,cuda,"[[0.9551020264625549, 0.9489796161651611, 0.9551020264625549, 0.9785714149475098, 0.9887754917144775, 0.9928571581840515, 0.9908163547515869, 0.9785714149475098, 0.9459183812141418, 0.9530612230300903], [0.976211428642273, 0.9859030842781067, 0.9797356724739075, 0.9797356724739075, 0.9867841601371765, 0.9964757561683655, 0.9982379078865051, 0.9876651763916016, 0.9726872444152832, 0.9718061685562134], [0.9864341020584106, 0.9922480583190918, 0.9709302186965942, 0.9437984228134155, 0.9292635917663574, 0.9350775480270386, 0.9476743936538696, 0.940891444683075, 0.9544573426246643, 0.9680232405662537], [0.9772277474403381, 0.9910891056060791, 0.996039628982544, 0.987128734588623, 0.9623762369155884, 0.9376237392425537, 0.9396039843559265, 0.9356435537338257, 0.9207921028137207, 0.9564356207847595], [0.9969450235366821, 0.9959266781806946, 0.9918533563613892, 0.9775967597961426, 0.9460285305976868, 0.9439918398857117, 0.9480651617050171, 0.9307535886764526, 0.9460285305976868, 0.9847250580787659], [0.9596412777900696, 0.9282511472702026, 0.9215246438980103, 0.9596412777900696, 0.9730941653251648, 0.9708520174026489, 0.963004469871521, 0.9899103045463562, 0.9966367483139038, 0.9876681566238403], [0.9916492700576782, 0.9739039540290833, 0.9603340029716492, 0.9561586380004883, 0.9613778591156006, 0.9634655714035034, 0.9634655714035034, 0.9655532240867615, 0.9812108278274536, 0.9947807788848877], [0.9338521361351013, 0.9562256932258606, 0.9795719981193542, 0.9844357967376709, 0.966926097869873, 0.9426069855690002, 0.9202334880828857, 0.9309338331222534, 0.9435797929763794, 0.9309338331222534], [0.907597541809082, 0.8809034824371338, 0.9209445714950562, 0.9383983612060547, 0.9219712615013123, 0.9322382211685181, 0.9640657305717468, 0.9938398599624634, 0.9702258706092834, 0.9373716711997986], [0.9316154718399048, 0.9345887303352356, 0.9504460096359253, 0.973240852355957, 0.9821605682373047, 0.9791873097419739, 0.9544103145599365, 0.9425173401832581, 0.9484637975692749, 0.9554013609886169]]",5.8130784034729,dfr,lenet,True,0.03602222353219986,0.98,1,completed,1.0784283876419067,0.8809034824371338,outputs_final/lenet/dfr/N1000/seed1
0.9937999844551086,0.9624000191688538,1000,0.9114999771118164,cuda,"[[0.9520407915115356, 0.9448979496955872, 0.9653061032295227, 0.9795918464660645, 0.9826530814170837, 0.9642857313156128, 0.9734693765640259, 0.9908163547515869, 0.9897959232330322, 0.9846938848495483], [0.9814978241920471, 0.976211428642273, 0.9859030842781067, 0.9920704960823059, 0.9911894202232361, 0.9894273281097412, 0.9920704960823059, 0.9982379078865051, 0.9991189241409302, 0.9938325881958008], [0.9951550364494324, 0.9970930218696594, 0.981589138507843, 0.9399224519729614, 0.930232584476471, 0.9467054009437561, 0.9583333134651184, 0.9525193572044373, 0.9515503644943237, 0.9806201457977295], [0.9316831827163696, 0.9168316721916199, 0.9247524738311768, 0.9633663296699524, 0.9940593838691711, 0.997029721736908, 0.9930692911148071, 0.9712871313095093, 0.9524752497673035, 0.9366336464881897], [0.9745417237281799, 0.9684317708015442, 0.9358451962471008, 0.9266802668571472, 0.9857434034347534, 0.9979633688926697, 0.9979633688926697, 0.9898167252540588, 0.976578414440155, 0.9725050926208496], [0.9955157041549683, 0.9663677215576172, 0.9147982001304626, 0.915919303894043, 0.9293721914291382, 0.9248878955841064, 0.9473094344139099, 0.9742152690887451, 0.9899103045463562, 0.9955157041549683], [0.9937369227409363, 0.9916492700576782, 0.9853861927986145, 0.982254683971405, 0.9864300489425659, 0.9874739050865173, 0.980167031288147, 0.9759916663169861, 0.9676409363746643, 0.9780793190002441], [0.948443591594696, 0.9464980363845825, 0.9649805426597595, 0.981517493724823, 0.9892995953559875, 0.9834630489349365, 0.9620622396469116, 0.9552529454231262, 0.9552529454231262, 0.9620622396469116], [0.9558521509170532, 0.9835729002952576, 0.9917864203453064, 0.9722792506217957, 0.9229979515075684, 0.8860369324684143, 0.918891191482544, 0.9445585012435913, 0.9507187008857727, 0.9445585012435913], [0.9296333193778992, 0.9554013609886169, 0.9791873097419739, 0.9871159791946411, 0.9633300304412842, 0.908820629119873, 0.9108027815818787, 0.9276511669158936, 0.9484637975692749, 0.9375619292259216]]",5.825217381119728,dfr,lenet,True,0.032911110669374466,0.98,2,completed,1.1523351222276688,0.8860369324684143,outputs_final/lenet/dfr/N1000/seed2
0.9932000041007996,0.9549333453178406,1000,0.8949000239372253,cuda,"[[0.9897959232330322, 0.9867346882820129, 0.981632649898529, 0.9795918464660645, 0.9857142567634583, 0.9928571581840515, 0.9938775300979614, 0.9897959232330322, 0.9877551198005676, 0.9836734533309937], [0.9964757561683655, 0.9911894202232361, 0.9770925045013428, 0.9753304123878479, 0.9806167483329773, 0.9823788404464722, 0.9841409921646118, 0.9850220084190369, 0.9920704960823059, 0.9955947399139404], [0.9544573426246643, 0.9670542478561401, 0.979651153087616, 0.9912790656089783, 0.9903100728988647, 0.9709302186965942, 0.9282945990562439, 0.9282945990562439, 0.9525193572044373, 0.9486433863639832], [0.9326732754707336, 0.9396039843559265, 0.9544554352760315, 0.9524752497673035, 0.9475247263908386, 0.9544554352760315, 0.9910891056060791, 0.997029721736908, 0.9881188273429871, 0.9544554352760315], [0.9633401036262512, 0.9470468163490295, 0.9490835070610046, 0.9490835070610046, 0.9450101852416992, 0.9704684615135193, 0.9918533563613892, 0.9979633688926697, 0.9979633688926697, 0.9847250580787659], [0.9730941653251648, 0.9686098694801331, 0.9428251385688782, 0.9562780261039734, 0.9843049049377441, 0.9988788962364197, 0.9708520174026489, 0.9181614518165588, 0.9192824959754944, 0.9562780261039734], [0.9812108278274536, 0.9895615577697754, 0.9864300489425659, 0.9634655714035034, 0.9509394764900208, 0.9488517642021179, 0.9645093679428101, 0.9697285890579224, 0.9645093679428101, 0.9707724452018738], [0.9854085445404053, 0.9708171486854553, 0.9523346424102783, 0.9231517314910889, 0.8803501725196838, 0.8647859692573547, 0.9036964774131775, 0.9464980363845825, 0.975680947303772, 0.9873540997505188], [0.9199178814888, 0.975359320640564, 0.9866529703140259, 0.978439450263977, 0.929158091545105, 0.8531827330589294, 0.8901437520980835, 0.8973305821418762, 0.907597541809082, 0.8901437520980835], [0.9207136034965515, 0.9008919596672058, 0.9038652181625366, 0.9682854413986206, 0.993062436580658, 0.9861248731613159, 0.9464816451072693, 0.9008919596672058, 0.8761149644851685, 0.904856264591217]]",6.120592847466469,dfr,lenet,True,0.03974444419145584,0.98,3,completed,1.1329181343317032,0.8531827330589294,outputs_final/lenet/dfr/N1000/seed3
0.9926000237464905,0.9551222324371338,1000,0.8866999745368958,cuda,"[[0.9969387650489807, 0.9897959232330322, 0.9785714149475098, 0.9795918464660645, 0.9857142567634583, 0.9867346882820129, 0.9857142567634583, 0.9806122183799744, 0.9867346882820129, 0.9959183931350708], [0.9718061685562134, 0.9585903286933899, 0.9744493365287781, 0.9920704960823059, 0.9964757561683655, 0.992951512336731, 0.9806167483329773, 0.976211428642273, 0.983259916305542, 0.9806167483329773], [0.9786821603775024, 0.9651162624359131, 0.9563953280448914, 0.9505813717842102, 0.940891444683075, 0.9360465407371521, 0.913759708404541, 0.9593023061752319, 0.9864341020584106, 0.9893410801887512], [0.9366336464881897, 0.9415841698646545, 0.9346534609794617, 0.9316831827163696, 0.9534653425216675, 0.987128734588623, 0.996039628982544, 0.986138641834259, 0.9475247263908386, 0.9148514866828918], [0.9378818869590759, 0.9663951396942139, 0.9663951396942139, 0.9439918398857117, 0.9175152778625488, 0.9266802668571472, 0.9908350110054016, 0.9989816546440125, 0.9826883673667908, 0.9501018524169922], [0.9428251385688782, 0.9585201740264893, 0.9854260087013245, 0.9887892603874207, 0.9786995649337769, 0.939461886882782, 0.8890134692192078, 0.9484304785728455, 0.9719731211662292, 0.9652466177940369], [0.9582463502883911, 0.982254683971405, 0.9895615577697754, 0.9759916663169861, 0.9592902064323425, 0.9530271291732788, 0.9613778591156006, 0.9655532240867615, 0.968684732913971, 0.9478079080581665], [0.9542801380157471, 0.9533073902130127, 0.9591439962387085, 0.957198441028595, 0.9124513864517212, 0.8414396643638611, 0.9231517314910889, 0.9931906461715698, 0.9951362013816833, 0.981517493724823], [0.975359320640564, 0.987679660320282, 0.977412760257721, 0.9394250512123108, 0.918891191482544, 0.9127309918403625, 0.929158091545105, 0.9353182911872864, 0.9219712615013123, 0.9342916011810303], [0.9117938280105591, 0.8840436339378357, 0.9108027815818787, 0.9573835730552673, 0.9791873097419739, 0.9861248731613159, 0.969276487827301, 0.9217046499252319, 0.9326065182685852, 0.9187313914299011]]",5.622330501675606,dfr,lenet,True,0.03937777876853943,0.98,4,completed,0.7513569295406342,0.8414396643638611,outputs_final/lenet/dfr/N1000/seed4
